id,image_path,json_path,product_name,brand,master_category,subcategory,article_type,gender,age_group,base_color,season,usage,year,pattern,material,fit,neck,sleeve,occasion,price,discounted_price,fashion_type,display_categories,description,search_text
15337,images/15337.jpg,styles/15337.json,Nike Men Solid Olive Tracksuits,Nike,Apparel,Bottomwear,Tracksuits,Men,Adults-Men,Olive,Fall,Sports,2011,,,,,,,4595,4595,Fashion,Sports Wear,"Composition Olive green track suit Track jacket made of 100% polyester, has long raglan sleeves with blue piping details and ribbed cuffs, mock neck, zippered closure on the front, insert pockets on the sides, brand details printed on the upper left chest and a ribbed hemline Track pant made of 100% polyester, has a wide elasticated waistband with drawcord on the inside, insert pockets on the sides, printed swoosh logo on the left leg, welt pocket on the right hip with brand patch appliqued above it and blue piping on the side seams Fitting Regular Wash care Machine was cold separately with like colours Do not use softeners Remove immediately Do not allow to lay on itself when wet Do not bleach Cool iron and do not iron design Do not dry clean Look on trend while training in this olive green tracksuit from the Athletic Department collection of nike. The polyester fabric provides greater comfort and allows you to train longer. The tracksuit can be worn together or separately and works perfect for gym sessions or sporting activities. The track jacket can be worn with tees and jeans as well.","Nike Men Solid Olive Tracksuits. Brand: Nike. Category: Apparel. Subcategory: Bottomwear. Type: Tracksuits. Gender: Men. Color: Olive. Season: Fall. Usage: Sports. Description: Composition Olive green track suit Track jacket made of 100% polyester, has long raglan sleeves with blue piping details and ribbed cuffs, mock neck, zippered closure on the front, insert pockets on the sides, brand details printed on the upper left chest and a ribbed hemline Track pant made of 100% polyester, has a wide elasticated waistband with drawcord on the inside, insert pockets on the sides, printed swoosh logo on the left leg, welt pocket on the right hip with brand patch appliqued above it and blue piping on the side seams Fitting Regular Wash care Machine was cold separately with li"
15341,images/15341.jpg,styles/15341.json,Nike Women Solid Pink Shorts,Nike,Apparel,Bottomwear,Shorts,Women,Adults-Women,Pink,Fall,Sports,2011,Solid,Polyester,,,,,1095,1095,Fashion,Sports Wear,"Composition Pink running shorts made of Dri-Fit polyester with an in-built underwear, has grey mesh panels on the sides, embroidered swoosh logo, and a soft elastic waistband with a concealed drawstring Fitting Confort Wash care Machine wash cold with like colours Use mild detergent Do not bleach Line dry inside-out in shade Cool iron only Do not iron directly on print/embroidery Do not dry clean Make your training sessions all the more peaceful and comfortable in these shorts from nike. The soft and wide waistband sits perfectly on your waist without irritating your skin, while the drawstring allows you to customise the fit. Engineered with Dri-fit technology, this shorts keeps you dry and fresh even after a gruelling session of yoga or workout at the gym, while the side mesh panels enhance ventilation. And when you are not at the gym, pair it with a light and bright T-shirt and chill out.","Nike Women Solid Pink Shorts. Brand: Nike. Category: Apparel. Subcategory: Bottomwear. Type: Shorts. Gender: Women. Color: Pink. Season: Fall. Usage: Sports. Pattern: Solid. Material: Polyester. Description: Composition Pink running shorts made of Dri-Fit polyester with an in-built underwear, has grey mesh panels on the sides, embroidered swoosh logo, and a soft elastic waistband with a concealed drawstring Fitting Confort Wash care Machine wash cold with like colours Use mild detergent Do not bleach Line dry inside-out in shade Cool iron only Do not iron directly on print/embroidery Do not dry clean Make your training sessions all the more peaceful and comfortable in these shorts from nike. The soft and wide waistband sits perfectly on your waist without irritating your skin, while the drawstring"
15358,images/15358.jpg,styles/15358.json,Red Tape Men Casual Brown Casual Shoes,Red Tape,Footwear,Shoes,Casual Shoes,Men,Adults-Men,Brown,Winter,Casual,2018,,,,,,,2595,2595,Fashion,Footwear,"These laid back leather high-top sneakers from red tape are a great combination of style and features. The full grain leather lends it a natural finish, while the sneaker design makes it perfect urban wear. Team this pair with jeans and shirts. Upper Full-grain leather upper for absolute comfort, durability and style Built up ankle for better comfort and style Rounded toe for more toe space Lace-up system for a snug Fit Fabric inner lining for ultimate breathability Cushioned collar and tongue for greater comfort Fabric lined and padded footbed for comfort Midsole PU midsole for lightweight comfort and shock absorption Outsole Durable rubber outsole with textured pattern for greater grip shoe care Use a branded leather conditioner and brush Do not wash or store in direct sunlight","Red Tape Men Casual Brown Casual Shoes. Brand: Red Tape. Category: Footwear. Subcategory: Shoes. Type: Casual Shoes. Gender: Men. Color: Brown. Season: Winter. Usage: Casual. Description: These laid back leather high-top sneakers from red tape are a great combination of style and features. The full grain leather lends it a natural finish, while the sneaker design makes it perfect urban wear. Team this pair with jeans and shirts. Upper Full-grain leather upper for absolute comfort, durability and style Built up ankle for better comfort and style Rounded toe for more toe space Lace-up system for a snug Fit Fabric inner lining for ultimate breathability Cushioned collar and tongue for greater comfort Fabric lined and padded footbed for comfort Midsole PU midsole for lightweight co"
15370,images/15370.jpg,styles/15370.json,Urban Yoga Women Solid Pink Sweatshirts,Urban Yoga,Apparel,Topwear,Sweatshirts,Women,Adults-Women,Pink,Fall,Casual,2011,Solid,Cotton,,Round Neck,Long Sleeves,,1399,1399,Fashion,"Casual Wear,Winterwear","Composition Pink jacket made of 100% cotton, has a hood with pink lining, full sleeves with vented seams for breathability, a full length zipper, two side pockets, and an elasticated hemline Fitting Regular Wash care only hand wash in cold water using a mild detergent Do not wring or bleach Flat dry in shade Live life a level above. Made with special care using light fabric, simple cuts and easy drawstrings, this jacket from urban yoga is sure to shield you from the nip in the air. Pair it with track pants and comfortable shoes. Model statistics The model wears size M in jackets Height: 5'7""; Chest: 33""; Waist: 25""","Urban Yoga Women Solid Pink Sweatshirts. Brand: Urban Yoga. Category: Apparel. Subcategory: Topwear. Type: Sweatshirts. Gender: Women. Color: Pink. Season: Fall. Usage: Casual. Pattern: Solid. Material: Cotton. Description: Composition Pink jacket made of 100% cotton, has a hood with pink lining, full sleeves with vented seams for breathability, a full length zipper, two side pockets, and an elasticated hemline Fitting Regular Wash care only hand wash in cold water using a mild detergent Do not wring or bleach Flat dry in shade Live life a level above. Made with special care using light fabric, simple cuts and easy drawstrings, this jacket from urban yoga is sure to shield you from the nip in the air. Pair it with track pants and comfortable shoes. Model statistics The model wears size M in jackets Height: 5'7""; "
15625,images/15625.jpg,styles/15625.json,Nike Men AS Squad FT LS Crew Grey Sweatshirts,Nike,Apparel,Topwear,Sweatshirts,Men,Adults-Men,Grey,Summer,Casual,2012,Solid,Cotton,,Round Neck,Long Sleeves,,1595,1595,Fashion,"Casual Wear,Winterwear","Composition Grey sweatshirt made of 100% cotton, with ribbing below the neck, sides, cuffs and hem made of 97% cotton and 3% spandex, has a round neck, full sleeves and nike swoosh logo embroidered on the left chest Fitting Comfort Wash care Machine wash cold with like colours Do not dry clean, bleach, use softeners or allow to lay on itself when wet Tumble dry low Remove immediately Cool iron Enjoy the winter in style with hot street food with this sweatshirt from nike. Crafted from pure and thick cotton fabric, this jacket is designed to keep you warm. Layer it over jeans and t-shirts.","Nike Men AS Squad FT LS Crew Grey Sweatshirts. Brand: Nike. Category: Apparel. Subcategory: Topwear. Type: Sweatshirts. Gender: Men. Color: Grey. Season: Summer. Usage: Casual. Pattern: Solid. Material: Cotton. Description: Composition Grey sweatshirt made of 100% cotton, with ribbing below the neck, sides, cuffs and hem made of 97% cotton and 3% spandex, has a round neck, full sleeves and nike swoosh logo embroidered on the left chest Fitting Comfort Wash care Machine wash cold with like colours Do not dry clean, bleach, use softeners or allow to lay on itself when wet Tumble dry low Remove immediately Cool iron Enjoy the winter in style with hot street food with this sweatshirt from nike. Crafted from pure and thick cotton fabric, this jacket is designed to keep you warm. Layer it over jeans and t-shirts."
15667,images/15667.jpg,styles/15667.json,Belkin Unisex Grip Sleeve Black Bags,Belkin,Accessories,Bags,Laptop Bag,Unisex,Adults-Unisex,Black,Fall,Casual,2011,,,,,,,999,899,Fashion,Accessories,"Carry your netbook in style and absolute safety in this Grip Sleeve Bag from belkin. Made of a synthetic-elastane blend material, this bag protects your netbook from mild impact. With stretchable properties, it can easily accommodate the accessories as well. Netbook size : 10.2"""" Made of a durable laser-etched elastane surface to stretch easily and provide extra grip and security Silicon surface with criss-cross grooved design for grip while carrying the bag and to use as a mouse pad Has a branded zipper and slider Mildly expandable to hold a netbook and accessories Care Wipe surface with a clean, dry cloth to remove dust""","Belkin Unisex Grip Sleeve Black Bags. Brand: Belkin. Category: Accessories. Subcategory: Bags. Type: Laptop Bag. Gender: Unisex. Color: Black. Season: Fall. Usage: Casual. Description: Carry your netbook in style and absolute safety in this Grip Sleeve Bag from belkin. Made of a synthetic-elastane blend material, this bag protects your netbook from mild impact. With stretchable properties, it can easily accommodate the accessories as well. Netbook size : 10.2"""" Made of a durable laser-etched elastane surface to stretch easily and provide extra grip and security Silicon surface with criss-cross grooved design for grip while carrying the bag and to use as a mouse pad Has a branded zipper and slider Mildly expandable to hold a netbook and accessories Care Wipe surface with a cl"
15882,images/15882.jpg,styles/15882.json,Warner Bros Kids Unisex TJ Check Skate Black Casual Shoes,Warner Bros,Footwear,Shoes,Casual Shoes,Unisex,Kids-Unisex,Black,Winter,Casual,2013,,,,,,,999,999,Fashion,Footwear,"Black, pink and white round-toed casual shoes that have a synthetic upper with overlays Tom and Jerry applique on one of the straps with a plaid pattern on the shoe Two straps on the mid-foot region with velcro closures for a snug fit Padded tongue and heel collar Printed and cushioned foot-bed Thick rubber textured out-sole with grooves","Warner Bros Kids Unisex TJ Check Skate Black Casual Shoes. Brand: Warner Bros. Category: Footwear. Subcategory: Shoes. Type: Casual Shoes. Gender: Unisex. Color: Black. Season: Winter. Usage: Casual. Description: Black, pink and white round-toed casual shoes that have a synthetic upper with overlays Tom and Jerry applique on one of the straps with a plaid pattern on the shoe Two straps on the mid-foot region with velcro closures for a snug fit Padded tongue and heel collar Printed and cushioned foot-bed Thick rubber textured out-sole with grooves"
15889,images/15889.jpg,styles/15889.json,Warner Bros Kids Girls TW Big Facelog Pink Sandals,Warner Bros,Footwear,Sandal,Sandals,Girls,Kids-Girls,Pink,Winter,Casual,2012,,,,,,Daily,449,449,Fashion,Footwear,"It's comfort and fun rolled into one in this Tweety Big Facelog from Warner Brothers. These clogs are crafted from soft PU in a single casing, offering unparalleled comfort to your little one's feet. Upper Soft PU forefoot strap with cut outs to accommodate jibbitz PU foxing with print on the outer midfoot region Appliqued cartoon character on the forefoot strap Movable and flexible backfoot strap made of PU PU footbed ergonomically grooved for all-day comfort Outsole Textured PU outsole with leaf-rib lugs for grip and traction Care Wipe with a damp, clean cloth to remove dust and dirt","Warner Bros Kids Girls TW Big Facelog Pink Sandals. Brand: Warner Bros. Category: Footwear. Subcategory: Sandal. Type: Sandals. Gender: Girls. Color: Pink. Season: Winter. Usage: Casual. Occasion: Daily. Description: It's comfort and fun rolled into one in this Tweety Big Facelog from Warner Brothers. These clogs are crafted from soft PU in a single casing, offering unparalleled comfort to your little one's feet. Upper Soft PU forefoot strap with cut outs to accommodate jibbitz PU foxing with print on the outer midfoot region Appliqued cartoon character on the forefoot strap Movable and flexible backfoot strap made of PU PU footbed ergonomically grooved for all-day comfort Outsole Textured PU outsole with leaf-rib lugs for grip and traction Care Wipe with a damp, clean cloth to remove dust and dirt"
16005,images/16005.jpg,styles/16005.json,Turtle Stripes Men Grey Sweaters,Turtle,Apparel,Topwear,Sweaters,Men,Adults-Men,Grey,Fall,Casual,2011,,,,,,,1595,1595,Fashion,"Casual Wear,Winterwear","Composition Grey knit sleeveless sweater made of 100% cotton, has navy blue stripes in varying widths, navy ribbed armholes and mock neck with a zippered placket and ribbed hemline Fitting Comfort Wash care Wash in cold water using mild detergent Do not bleach, tumble dry or wring Dry flat in shade Iron on low Dry cleanable The navy blue stripes and ribbing add smooth styling to this grey knit sleeveless sweater from turtle. The cotton fabric keeps you feeling comfortable all day, while the fashionable cuts offer a flattering Fit. Part of the proceeds from the sale of this product go towards the Save Turtle project in collaboration with WWF and Wildlife Society of Orissa, making it an environment friendly choice. Team this with shirts or t-shirts and jeans. Model statistics Product is a size M on a model of height 6' and chest 39""","Turtle Stripes Men Grey Sweaters. Brand: Turtle. Category: Apparel. Subcategory: Topwear. Type: Sweaters. Gender: Men. Color: Grey. Season: Fall. Usage: Casual. Description: Composition Grey knit sleeveless sweater made of 100% cotton, has navy blue stripes in varying widths, navy ribbed armholes and mock neck with a zippered placket and ribbed hemline Fitting Comfort Wash care Wash in cold water using mild detergent Do not bleach, tumble dry or wring Dry flat in shade Iron on low Dry cleanable The navy blue stripes and ribbing add smooth styling to this grey knit sleeveless sweater from turtle. The cotton fabric keeps you feeling comfortable all day, while the fashionable cuts offer a flattering Fit. Part of the proceeds from the sale of this product go towards t"
16020,images/16020.jpg,styles/16020.json,Turtle Solid Men Grey Trouser,Turtle,Apparel,Bottomwear,Trousers,Men,Adults-Men,Grey,Fall,Casual,2011,Solid,Cotton,,,,,1495,1495,Fashion,Casual Wear,"Composition Charcoal grey trousers made of 100% cotton, has a flat front with two insert pockets on the sides, two welt pockets on the back with buttoned closures, plastic zipper and button closure on the front, loops on the waist to secure a belt, brand tab above the right hip pocket and extended hems that can be trimmed to suit the wearer's height Fitting Mid-rise, narrow Fit Wash care Machine wash cold at 30 degrees with like colours Do not wring, bleach or tumble dry Dry flat in shade Medium iron Upgrade your sophisticated style with these trousers from turtle. The cotton fabric keeps you feeling fresh and comfortable all day, while the classic cut of the trousers make it perfect for casual wear. Part of the proceeds from the sale of this product go towards the Save Turtle project in collaboration with WWF and Wildlife Society of Orissa, making it an environment friendly choice. Team these with shirts or t-shirts and jackets. Model statistics Product is a size M on a model of height 6.3"" and waist 32""","Turtle Solid Men Grey Trouser. Brand: Turtle. Category: Apparel. Subcategory: Bottomwear. Type: Trousers. Gender: Men. Color: Grey. Season: Fall. Usage: Casual. Pattern: Solid. Material: Cotton. Description: Composition Charcoal grey trousers made of 100% cotton, has a flat front with two insert pockets on the sides, two welt pockets on the back with buttoned closures, plastic zipper and button closure on the front, loops on the waist to secure a belt, brand tab above the right hip pocket and extended hems that can be trimmed to suit the wearer's height Fitting Mid-rise, narrow Fit Wash care Machine wash cold at 30 degrees with like colours Do not wring, bleach or tumble dry Dry flat in shade Medium iron Upgrade your sophisticated style with these trousers from turtle. The cotton fabric keeps you "
16047,images/16047.jpg,styles/16047.json,Highlander Men Check Maroon Slim Fit Shirt,HIGHLANDER,Apparel,Topwear,Shirts,Men,Adults-Men,Maroon,Fall,Casual,2011,Checked,Cotton,Slim Fit,,Long Sleeves,,1104,552,Fashion,Casual Wear,"Composition Maroon, blue and white check shirt made of 100% cotton, has full sleeves with buttoned cuffs, spread collar, front buttoned placket, patch pocket on the left chest with embroidered brand logo and a curved hem Fitting Slim Wash care Machine wash at 40 degrees Wash dark colours separately Do not bleach Tumble dry normal or line dry Warm iron Crafted from soft cotton and designed with cuts that offer a flattering silhouette, this shirt from highlander is sure to become a wardrobe favourite. Pair it with jeans, throw over a blazer and slip into suede boots or sneakers. Model statistics The model wears size M in shirts Height: 6', Shoulders: 18""","Highlander Men Check Maroon Slim Fit Shirt. Brand: HIGHLANDER. Category: Apparel. Subcategory: Topwear. Type: Shirts. Gender: Men. Color: Maroon. Season: Fall. Usage: Casual. Pattern: Checked. Material: Cotton. Fit: Slim Fit. Description: Composition Maroon, blue and white check shirt made of 100% cotton, has full sleeves with buttoned cuffs, spread collar, front buttoned placket, patch pocket on the left chest with embroidered brand logo and a curved hem Fitting Slim Wash care Machine wash at 40 degrees Wash dark colours separately Do not bleach Tumble dry normal or line dry Warm iron Crafted from soft cotton and designed with cuts that offer a flattering silhouette, this shirt from highlander is sure to become a wardrobe favourite. Pair it with jeans, throw over a blazer and slip into suede boots or sneakers. Model statistics"
16071,images/16071.jpg,styles/16071.json,Highlander Men Solid Beige Trouser,HIGHLANDER,Apparel,Bottomwear,Trousers,Men,Adults-Men,Beige,Fall,Casual,2011,Solid,Cotton,Slim Fit,,,,909,454,Fashion,Casual Wear,"Composition Beige trousers made of 100% cotton, has two pockets on the sides with a patch pocket on the right hip, two pockets on the back, looped waist, and a zipper and button closure on the front Fitting Slim Wash care Machine wash at 40 degrees Wash dark colours separately Do not bleach Tumble dry normal or line dry Warm iron Crafted from soft cotton and designed with cuts that offer a flattering silhouette, this slim Fit chino from highlander makes for a great addition to your semi-formal wardrobe. Pair it with semi-formal shirts, throw over a blazer and slip into suede shoes. Model statistics The model wears trousers of length 41.5"" Height: 6'1"", Waist: 31""","Highlander Men Solid Beige Trouser. Brand: HIGHLANDER. Category: Apparel. Subcategory: Bottomwear. Type: Trousers. Gender: Men. Color: Beige. Season: Fall. Usage: Casual. Pattern: Solid. Material: Cotton. Fit: Slim Fit. Description: Composition Beige trousers made of 100% cotton, has two pockets on the sides with a patch pocket on the right hip, two pockets on the back, looped waist, and a zipper and button closure on the front Fitting Slim Wash care Machine wash at 40 degrees Wash dark colours separately Do not bleach Tumble dry normal or line dry Warm iron Crafted from soft cotton and designed with cuts that offer a flattering silhouette, this slim Fit chino from highlander makes for a great addition to your semi-formal wardrobe. Pair it with semi-formal shirts, throw over a blazer and slip into suede shoes. Model stati"
16075,images/16075.jpg,styles/16075.json,Belkin Unisex Stealth Slip Case Black Laptop Bag,Belkin,Accessories,Bags,Laptop Bag,Unisex,Adults-Unisex,Black,Fall,Casual,2011,,,,,,,1899,1709,Fashion,,"Carry your netbook in absolute style and comfort with the Stealth Slip Case from belkin. Laptop size : 16"" Made of polyester and waxed canvas for waterproofing One main zippered compartment with a padded laptop sleeve and organiser space One zippered pouch on the front Adjustable and removable shoulder strap Haul loop for handling ease Care Hand wash in cold water using a mild detergent","Belkin Unisex Stealth Slip Case Black Laptop Bag. Brand: Belkin. Category: Accessories. Subcategory: Bags. Type: Laptop Bag. Gender: Unisex. Color: Black. Season: Fall. Usage: Casual. Description: Carry your netbook in absolute style and comfort with the Stealth Slip Case from belkin. Laptop size : 16"" Made of polyester and waxed canvas for waterproofing One main zippered compartment with a padded laptop sleeve and organiser space One zippered pouch on the front Adjustable and removable shoulder strap Haul loop for handling ease Care Hand wash in cold water using a mild detergent"
16130,images/16130.jpg,styles/16130.json,Tokyo Talkies Women Printed Pink Top,Tokyo Talkies,Apparel,Topwear,Tops,Women,Adults-Women,Pink,Fall,Casual,2011,Printed,Blended,,Round Neck,Short Sleeves,Casual,311,124,Fashion,Casual Wear,"Composition Light pink T-shirt made of 100% cotton, has a round neck, short sleeves and graphic on the front Fitting Comfort Wash care Wash using mild detergent Do not bleach Do not dry in direct sunlight Warm iron; do not iron directly on print/embroidery Custom graphics add to the edgy look of this tokyo talkies T-shirt. The graphic print of the Manga inspired female character gives a fun vibe, while the cotton fabric keeps you feeling comfortable all day long. Team this with jeans, carpis or shorts . Model statistics Product is a size M on a model of height 5'7' and chest 33""","Tokyo Talkies Women Printed Pink Top. Brand: Tokyo Talkies. Category: Apparel. Subcategory: Topwear. Type: Tops. Gender: Women. Color: Pink. Season: Fall. Usage: Casual. Pattern: Printed. Material: Blended. Occasion: Casual. Description: Composition Light pink T-shirt made of 100% cotton, has a round neck, short sleeves and graphic on the front Fitting Comfort Wash care Wash using mild detergent Do not bleach Do not dry in direct sunlight Warm iron; do not iron directly on print/embroidery Custom graphics add to the edgy look of this tokyo talkies T-shirt. The graphic print of the Manga inspired female character gives a fun vibe, while the cotton fabric keeps you feeling comfortable all day long. Team this with jeans, carpis or shorts . Model statistics Product is a size M on a model of height 5'7' and chest 33"""
16177,images/16177.jpg,styles/16177.json,Enroute Men Leather Black Sandals,Enroute Men,Footwear,Sandal,Sandals,Men,Adults-Men,Black,Summer,Casual,2012,,,,,,,1399,1399,Core,Footwear,"Indulge in the luxury of pure leather with this pair of slippers from enroute. In a classic silhouette and with ample cushioning, this slipper makes for a fabulous addition to your casual wardrobe. Upper Leather midfoot straps crossing over to offer absolute support to the foot Ergonomically padded leather footbed for all-day comfort Outsole TPU outsole with modified leaf rib-styled lugs strategically placed on the forefoot and heel to offer absolute grip and traction Curved midfoot for ergonomic comfort shoe care Wipe surface with a clean and dry cloth to remove dust Use a branded leather conditioner Do not store in direct sunlight","Enroute Men Leather Black Sandals. Brand: Enroute Men. Category: Footwear. Subcategory: Sandal. Type: Sandals. Gender: Men. Color: Black. Season: Summer. Usage: Casual. Description: Indulge in the luxury of pure leather with this pair of slippers from enroute. In a classic silhouette and with ample cushioning, this slipper makes for a fabulous addition to your casual wardrobe. Upper Leather midfoot straps crossing over to offer absolute support to the foot Ergonomically padded leather footbed for all-day comfort Outsole TPU outsole with modified leaf rib-styled lugs strategically placed on the forefoot and heel to offer absolute grip and traction Curved midfoot for ergonomic comfort shoe care Wipe surface with a clean and dry cloth to remove dust Use a branded leather con"
16196,images/16196.jpg,styles/16196.json,Puma Men Heroes Red Jackets,Puma,Apparel,Topwear,Jackets,Men,Adults-Men,Red,Fall,Sports,2011,Solid,Blended,,,Long Sleeves,,1999,1999,Fashion,"Sports Wear,Winterwear","Composition Red track jacket with the shell made of 100% polyester, has a mock neck, full sleeves with ribbed cuffs and has a white panel, full front zipper, zippered pockets on the sides, ribbed hem and branding in print on the left chest Fitting Regular Wash care Gentle machine wash in cool water Do not bleach or tumble dry Cool iron Do not dry clean Designed to offer exemplary snug comfort during your training sessions, this track jacket from puma oozes sporty attitude. Team it with track pants or layer it over jeans and t-shirts. Model statistics The product is a size M on a model of height 6' and shoulders 18""","Puma Men Heroes Red Jackets. Brand: Puma. Category: Apparel. Subcategory: Topwear. Type: Jackets. Gender: Men. Color: Red. Season: Fall. Usage: Sports. Pattern: Solid. Material: Blended. Description: Composition Red track jacket with the shell made of 100% polyester, has a mock neck, full sleeves with ribbed cuffs and has a white panel, full front zipper, zippered pockets on the sides, ribbed hem and branding in print on the left chest Fitting Regular Wash care Gentle machine wash in cool water Do not bleach or tumble dry Cool iron Do not dry clean Designed to offer exemplary snug comfort during your training sessions, this track jacket from puma oozes sporty attitude. Team it with track pants or layer it over jeans and t-shirts. Model statistics The product is a size M on a model of heigh"
16233,images/16233.jpg,styles/16233.json,Puma Men Ess Crew Grey Sweatshirt,Puma,Apparel,Topwear,Sweatshirts,Men,Adults-Men,Grey,Fall,Casual,2011,Solid,Blended,,Round Neck,Long Sleeves,,1399,1399,Fashion,"Casual Wear,Winterwear","Composition Light grey sweatshirt with the outer shell made of 80% cotton and 20% polyester, has ribbing made of 95% cotton and 5% elastane, round neck with a hood, full sleeves with ribbed cuffs, two pockets on the sides, and branding on the front in print Fitting Comfort Wash care only hand wash in cold water using a mild detergent Do not soak or wring Dry flat in shade and set shape when wet Moderate warm iron Welcome the winter in style this season with this sweatshirt from puma. The thick fabric is sure to keep the winter chill at bay, while the hood makes you look hip. Wear it over jeans and slip into sneakers for snug comfort. Model statistics Product is a size M on a model of height 6' and shoulders 18.5""","Puma Men Ess Crew Grey Sweatshirt. Brand: Puma. Category: Apparel. Subcategory: Topwear. Type: Sweatshirts. Gender: Men. Color: Grey. Season: Fall. Usage: Casual. Pattern: Solid. Material: Blended. Description: Composition Light grey sweatshirt with the outer shell made of 80% cotton and 20% polyester, has ribbing made of 95% cotton and 5% elastane, round neck with a hood, full sleeves with ribbed cuffs, two pockets on the sides, and branding on the front in print Fitting Comfort Wash care only hand wash in cold water using a mild detergent Do not soak or wring Dry flat in shade and set shape when wet Moderate warm iron Welcome the winter in style this season with this sweatshirt from puma. The thick fabric is sure to keep the winter chill at bay, while the hood makes you look hip. Wear it over jeans"
16368,images/16368.jpg,styles/16368.json,Peter England Men Stripes Charcoal Trouser,Peter England,Apparel,Bottomwear,Trousers,Men,Adults-Men,Charcoal,Fall,Formal,2011,Striped,,,,,,1199,1199,Fashion,Formal Wear,"Composition Charcoal grey trouser with pinstripes, made of a cotton blend fabric, has flat front, pockets on the sides, two pockets at the back with button closures, looped waist, and a zipper and button closure on the front Fitting Smart Wash care Machine wash warm in a gentle cycle, using a mild detergent Use only non-chlorine bleach if needed Tumble dry low Warm iron Crafted from a soft cotton blend fabric, this striped trouser from the Classics collection of peter england makes for that perfect garment for the ambitious executive. With smart cuts that offer a flattering Fit, this trouser makes for a great addition to your wardrobe. Team it with crisp formals, classy accessories and leather shoes. Model statistics The product is a size M on a model of height 6' and waist 32""","Peter England Men Stripes Charcoal Trouser. Brand: Peter England. Category: Apparel. Subcategory: Bottomwear. Type: Trousers. Gender: Men. Color: Charcoal. Season: Fall. Usage: Formal. Pattern: Striped. Description: Composition Charcoal grey trouser with pinstripes, made of a cotton blend fabric, has flat front, pockets on the sides, two pockets at the back with button closures, looped waist, and a zipper and button closure on the front Fitting Smart Wash care Machine wash warm in a gentle cycle, using a mild detergent Use only non-chlorine bleach if needed Tumble dry low Warm iron Crafted from a soft cotton blend fabric, this striped trouser from the Classics collection of peter england makes for that perfect garment for the ambitious executive. With smart cuts that offer a flattering Fit, this trouser m"
16382,images/16382.jpg,styles/16382.json,Peter England Men Solid Grey Trouser,Peter England,Apparel,Bottomwear,Trousers,Men,Adults-Men,Charcoal,Fall,Formal,2011,Solid,,Slim Fit,,,,1399,1399,Fashion,Formal Wear,"Composition Grey striped trouser made of a lycra blend fabric, has flat front, pockets on the sides, two pockets at the back with button closures, looped waist, and a zipper and button closure on the front Fitting Smart Wash care Machine wash warm in a gentle cycle, using a mild detergent Use only non-chlorine bleach if needed Tumble dry low Warm iron Crafted from a soft lycra blend fabric, this striped trouser from the Classics collection of peter england makes for that perfect garment for the ambitious executive. With smart cuts that offer a flattering Fit, this trouser makes for a great addition to your wardrobe. Team it with crisp formals, classy accessories and leather shoes. Model statistics The product is a size M on a model of height 6' and waist 32""","Peter England Men Solid Grey Trouser. Brand: Peter England. Category: Apparel. Subcategory: Bottomwear. Type: Trousers. Gender: Men. Color: Charcoal. Season: Fall. Usage: Formal. Pattern: Solid. Fit: Slim Fit. Description: Composition Grey striped trouser made of a lycra blend fabric, has flat front, pockets on the sides, two pockets at the back with button closures, looped waist, and a zipper and button closure on the front Fitting Smart Wash care Machine wash warm in a gentle cycle, using a mild detergent Use only non-chlorine bleach if needed Tumble dry low Warm iron Crafted from a soft lycra blend fabric, this striped trouser from the Classics collection of peter england makes for that perfect garment for the ambitious executive. With smart cuts that offer a flattering Fit, this trouser makes for a great add"
16404,images/16404.jpg,styles/16404.json,Levis Men Check Navy Blue Shirts,Levis,Apparel,Topwear,Shirts,Men,Adults-Men,Navy Blue,Fall,Casual,2011,Checked,Cotton,Regular Fit,,Short Sleeves,,1799,1799,Fashion,Casual Wear,"Composition Blue, grey and red check shirt made of 100% cotton, has half sleeves, spread collar with a full front button placket, pocket on the left chest with brandinh, stitch detailing on the front, and a curved hem Fitting Regular Wash care Machine wash with warm water Do not bleach Tumble dry Warm iron This Levi's cotton shirt traces a relaxed silhouette flattering all body shapes to make you look your casual best. This off-duty essential is a must-have for the modern urban male. Slip into jeans along with sneakers or suede shoes to complement this trendy-yet-classic shirt. Model statistics Product is a size M on a model of height 6' and shoulders 18.5""","Levis Men Check Navy Blue Shirts. Brand: Levis. Category: Apparel. Subcategory: Topwear. Type: Shirts. Gender: Men. Color: Navy Blue. Season: Fall. Usage: Casual. Pattern: Checked. Material: Cotton. Fit: Regular Fit. Description: Composition Blue, grey and red check shirt made of 100% cotton, has half sleeves, spread collar with a full front button placket, pocket on the left chest with brandinh, stitch detailing on the front, and a curved hem Fitting Regular Wash care Machine wash with warm water Do not bleach Tumble dry Warm iron This Levi's cotton shirt traces a relaxed silhouette flattering all body shapes to make you look your casual best. This off-duty essential is a must-have for the modern urban male. Slip into jeans along with sneakers or suede shoes to complement this trendy-yet-classic shirt. Model statistic"
